IRIS_ID	NAME	Variety_Name_verif	COUNTRY	REGION	K9_cluster	Initial_subpop
IRIS_313-11828	LALI_GURMATIA	LALI_GURMATIA	India	As2a	XI-2	ind2
IRIS_313-11829	MUNJI	MUNJI	Pakistan	As1	GJ-tmp	temp
IRIS_313-11830	KANDEKE_YAIGAITI	KANDEKE_YAIGAITI	Gambia	Af1	XI-3	ind3
IRIS_313-11831	KHAO'_DAENG_HAWM	KHAO'_DAENG_HAWM	Thailand	As4	GJ-sbtrp	subtrop
IRIS_313-11832	AE_WAWNG_POO_DOO	AE_WAWNG_POO_DOO	Thailand	As4	GJ-sbtrp	subtrop
IRIS_313-11833	BOO_MAE	BOO_MAE	Thailand	As4	XI-3	ind3
IRIS_313-11834	BUENG_MONG_LENG_WE	BUENG_MONG_LENG_WE	Thailand	As4	GJ-sbtrp	subtrop
IRIS_313-11835	E_NOI_NAH	E-NOI_NAH	Thailand	As4	XI-adm	indx
IRIS_313-11836	KHAO_KO_RAOH	KHAO_KO_RAOH	Thailand	As4	XI-3	ind3
IRIS_313-11837	KHAO_NAHNG_PRUNG	KHAO_NAHNG_PRUNG	Thailand	As4	XI-3	ind3
IRIS_313-11838	LEUM_DERN	LEUM_DERN	Thailand	As4	XI-3	ind3
IRIS_313-11839	MUAY	MUAY	Thailand	As4	XI-3	ind3
IRIS_313-11840	NIAW_NAHK_KRAD	NIAW_NAHK_KRAD	Thailand	As4	XI-3	ind3
IRIS_313-11841	NIAW_NARAI	NIAW_NARAI	Thailand	As4	XI-3	ind3
IRIS_313-11842	NIAW_YUANG_KHANUN	NIAW_YUANG_KHANUN	Thailand	As4	XI-3	ind3
IRIS_313-11843	PAN_DAWK_MAHK	PAN_DAWK_MAHK	Thailand	As4	XI-3	ind3
IRIS_313-11844	PUEY_TAW	PUEY_TAW	Thailand	As4	XI-3	ind3
IRIS_313-11845	SING_SAI	SING_SAI	Thailand	As4	GJ-sbtrp	subtrop
IRIS_313-11846	TON_TIA_GUAY_NU	TON_TIA_GUAY_NU	Thailand	As4	GJ-sbtrp	subtrop
IRIS_313-11848	PULUT_BURUNG	PULUT_BURUNG	Malaysia	As4	XI-3	ind3
IRIS_313-11849	PULUT_SELEMYAM	PULUT_SELEMYAM	Malaysia	As4	XI-3	ind3
IRIS_313-11850	SESAT_JADI	SESAT_JADI	Malaysia	As4	XI-3	ind3
IRIS_313-11851	DUNA_AL	DUNA-AL	Philippines	As5	GJ-trp	trop
IRIS_313-11852	BAI_MI_ZAI_7	BAI_MI_ZAI_7	China	As6	XI-1A	ind1A
IRIS_313-11853	BU_ZHI_MING	BU_ZHI_MING	China	As6	XI-1A	ind1A
IRIS_313-11854	CHI_GU	CHI_GU	China	As6	XI-1A	ind1A
IRIS_313-11855	DA_GUAN_YIN_ZHAN	DA_GUAN_YIN_ZHAN	China	As6	XI-1A	ind1A
IRIS_313-11856	DA_HEI_GU	DA_HEI_GU	China	As6	XI-1A	ind1A
IRIS_313-11857	DA_LI_BAI_63	DA_LI_BAI_63	China	As6	XI-1A	ind1A
IRIS_313-11858	DA_TIE_ZHAN	DA_TIE_ZHAN	China	As6	XI-1A	ind1A
IRIS_313-11859	DONG_DU	DONG_DU	China	As6	XI-1A	ind1A
IRIS_313-11860	GUA_PAI_GU	GUA_PAI_GU	China	As6	XI-1A	ind1A
IRIS_313-11861	HEI_YAN_ZHAN	HEI_YAN_ZHAN	China	As6	XI-1A	ind1A
IRIS_313-11862	HENG_YE_ZAO	HENG_YE_ZAO	China	As6	XI-1A	ind1A
IRIS_313-11863	HONG_DU_BAI	HONG_DU_BAI	China	As6	XI-1A	ind1A
IRIS_313-11865	HUO_QING	HUO_QING	China	As6	XI-1A	ind1A
IRIS_313-11866	JIANG_ER_ZAO	JIANG_ER_ZAO	China	As6	XI-1A	ind1A
IRIS_313-11867	KE_SHU_BAI	KE_SHU_BAI	China	As6	XI-1A	ind1A
IRIS_313-11868	LIU_LI_YOU	LIU_LI_YOU	China	As6	XI-1A	ind1A
IRIS_313-11869	MA_WEI_ZHAN	MA_WEI_ZHAN	China	As6	XI-1A	ind1A
IRIS_313-11870	NAN_JING_XIAO_DAO	NAN_JING_XIAO_DAO	China	As6	XI-1A	ind1A
IRIS_313-11871	SAN_ZHAO_QI	SAN_ZHAO_QI	China	As6	XI-1A	ind1A
IRIS_313-11872	TIE_ZHONG	TIE_ZHONG	China	As6	XI-1A	ind1A
IRIS_313-11875	CHUBU_17	CHUBU_17	Japan	As7	GJ-tmp	temp
IRIS_313-11876	AI_DA	AI_DA	China	As6	XI-1A	ind1A
IRIS_313-11877	AN_NAN_ZAO	AN_NAN_ZAO	China	As6	XI-1A	ind1A
IRIS_313-11878	BAI_RI_XIAN	BAI_RI_XIAN	China	As6	XI-1A	ind1A
IRIS_313-11881	LIU_TIAO_XIAN	LIU_TIAO_XIAN	China	As6	XI-1A	ind1A
IRIS_313-11882	MAN_TIAN_QING	MAN_TIAN_QING	China	As6	XI-1A	ind1A
IRIS_313-11884	TIAN_DAO_DAO	TIAN_DAO_DAO	China	As6	XI-1A	ind1A
IRIS_313-11885	YANG_WAN_XIAN	YANG_WAN_XIAN	China	As6	XI-1A	ind1A
IRIS_313-11886	IR_4683-54-2	IR_4683-54-2	Philippines	As5	XI-1B	ind1B
IRIS_313-11887	IR_19058-107-1	IR_19058-107-1	Philippines	As5	XI-1B	ind1B
IRIS_313-11888	KANGRI	KANGRI	Pakistan	As1	cA_(Aus)	aus
IRIS_313-11889	MURGI_BRINJ	MURGI_BRINJ	Pakistan	As1	XI-adm	indx
IRIS_313-11890	C_722323	C_722323	Taiwan	As6	GJ-tmp	temp
IRIS_313-11892	HO_MOK	HO_MOK	Thailand	As4	GJ-sbtrp	subtrop
IRIS_313-11893	KHAU_DANH	KHAU_DANH	Vietnam	As4	XI-adm	indx
IRIS_313-11894	LOC_TRANG_MUON	LOC_TRANG_MUON	Vietnam	As4	XI-adm	indx
IRIS_313-11895	BA_TUC_RAN	BA_TUC_RAN	Vietnam	As4	XI-3	ind3
IRIS_313-11896	CA_HIM	CA_HIM	Vietnam	As4	XI-3	ind3
IRIS_313-11897	PHIT_CHZK	PHIT_CHZK	Thailand	As4	GJ-sbtrp	subtrop
IRIS_313-11898	MA_YOO	MA_YOO	Thailand	As4	XI-3	ind3
IRIS_313-11899	MAHA_CHAI	MAHA_CHAI	Thailand	As4	XI-adm	indx
IRIS_313-11900	PLE_LIA	PLE_LIA	Thailand	As4	GJ-sbtrp	subtrop
IRIS_313-11901	TI_NGI	TI_NGI	Thailand	As4	XI-3	ind3
IRIS_313-11902	CEMPO_TURI	CEMPO_TURI	Indonesia	As5	XI-3	ind3
IRIS_313-11903	KOMPIT	KOMPIT	Indonesia	As5	GJ-trp	trop
IRIS_313-11904	PADI_SIRANDAH_KUNING	PADI_SIRANDAH_KUNING	Indonesia	As5	XI-3	ind3
IRIS_313-11905	PAYO_TINGGI	PAYO_TINGGI	Indonesia	As5	XI-3	ind3
IRIS_313-11906	SULUS_BALOK	SULUS_BALOK	Indonesia	As5	GJ-trp	trop
IRIS_313-11907	TINAROH	TINAROH	Indonesia	As5	GJ-trp	trop
IRIS_313-11908	DUAN_SHEN_ZI	DUAN_SHEN_ZI	China	As6	GJ-tmp	temp
IRIS_313-11909	HONG_MI_JIU_GONG_JI	HONG_MI_JIU_GONG_JI	China	As6	XI-1A	ind1A
IRIS_313-11910	YU_HE_HONG	YU_HE_HONG	China	As6	XI-adm	indx
IRIS_313-11911	YUN_NAN_ZHAN	YUN_NAN_ZHAN	China	As6	XI-1A	ind1A
IRIS_313-11912	ESCONDE_CACHO	ESCONDE_CACHO	Brazil	Am	XI-3	ind3
IRIS_313-11913	BUAGKOG	BUAGKOG	Philippines	As5	GJ-trp	trop
IRIS_313-11914	IB_11	IB11	Burundi	Af3	XI-2	ind2
IRIS_313-11915	IB_95	IB95	Ghana	Af1	GJ-trp	trop
IRIS_313-11916	MUDALIGA_WEE	MUDALIGA_WEE	SriLanka	As2	XI-2	ind2
IRIS_313-11917	BUTNAPAR	BUTNAPAR	India	As2a	cA_(Aus)	aus
IRIS_313-11918	DILBAKSH	DILBAKSH	India	As2a	XI-2	ind2
IRIS_313-11919	LAKHA_KUAR	LAKHA_KUAR	India	As2a	XI-2	ind2
IRIS_313-11920	GI_TAH	GI_TAH	Thailand	As4	XI-adm	indx
IRIS_313-11921	KHAO_GAHB_BUA	KHAO_GAHB_BUA	Thailand	As4	XI-3	ind3
IRIS_313-11922	KHAO'_NAN	KHAO'_NAN	Thailand	As4	GJ-sbtrp	subtrop
IRIS_313-11923	KHAO'_NGAW	KHAO'_NGAW	Thailand	As4	GJ-sbtrp	subtrop
IRIS_313-11924	NAM_JAM	NAM_JAM	Thailand	As4	GJ-sbtrp	subtrop
IRIS_313-11925	SAWK_GAM_MAH	SAWK_GAM_MAH	Thailand	As4	XI-3	ind3
IRIS_313-11926	SI_NAM_PUENG	SI_NAM_PUENG	Thailand	As4	GJ-sbtrp	subtrop
IRIS_313-11927	YAH_TOW	YAH_TOW	Thailand	As4	XI-3	ind3
IRIS_313-11928	DAYRON_MARANGRAS	DAYRON_MARANGRAS	Philippines	As5	GJ-trp	trop
IRIS_313-11929	GILINGAN_MARANGRAS	GILINGAN_MARANGRAS	Philippines	As5	GJ-trp	trop
IRIS_313-11930	ITA_117	ITA_117	Nigeria	Af1	XI-1B	ind1B
IRIS_313-11931	PEI_ZAO_15	PEI_ZAO_15	China	As6	GJ-tmp	temp
IRIS_313-11932	SINDANO_3	SINDANO3	Kenya	Af3	XI-2	ind2
IRIS_313-11934	KANATO	KANATO	Philippines	As5	XI-adm	indx
IRIS_313-11935	KONG_KHSACH_BANG_KATT	KONG_KHSACH_BANG_KATT	Cambodia	As4	XI-3	ind3
IRIS_313-11936	NEANG_MINH_TONN	NEANG_MINH_TONN	Cambodia	As4	XI-3	ind3
IRIS_313-11937	KUNJUKUNJU	KUNJUKUNJU	India	As2a	XI-adm	indx
IRIS_313-11938	GNASSOUMADOUGOU	GNASSOUMADOUGOU	BurkinaFasso	Af1	XI-adm	indx
IRIS_313-11939	KAMPTI	KAMPTI	BurkinaFasso	Af1	XI-3	ind3
IRIS_313-11940	MALOBA_(DISSI_ROUGE)	MALOBA(DISSI_ROUGE)	BurkinaFasso	Af1	XI-adm	indx
IRIS_313-11941	MOUI_SAMBA	MOUI_SAMBA	BurkinaFasso	Af1	XI-1B	ind1B
IRIS_313-11943	I_41	I_41	Nepal	As2b	XI-1A	ind1A
IRIS_313-11944	I_814	I_814	Nepal	As2b	XI-1A	ind1A
IRIS_313-11945	MALIKULI	MALIKULI	Bangladesh	As2c	XI-2	ind2
IRIS_313-11946	BWANGA_MOUI	BWANGA_MOUI	BurkinaFasso	Af1	GJ-trp	trop
IRIS_313-11947	BIE_LEI	BIE_LEI	China	As6	XI-adm	indx
IRIS_313-11948	HOU_LU_BAI	HOU_LU_BAI	China	As6	XI-1A	ind1A
IRIS_313-11949	LIU_HE_XI_HE	LIU_HE_XI_HE	China	As6	XI-1A	ind1A
IRIS_313-11950	MI_GU	MI_GU	China	As6	XI-1A	ind1A
IRIS_313-11951	MIAO_ZHAN	MIAO_ZHAN	China	As6	XI-1A	ind1A
IRIS_313-11952	QI_YUE_ZHAN	QI_YUE_ZHAN	China	As6	XI-1A	ind1A
IRIS_313-11953	SAN_BAO_GU	SAN_BAO_GU	China	As6	XI-1A	ind1A
IRIS_313-11954	XIA_HONG_GU	XIA_HONG_GU	China	As6	XI-1A	ind1A
IRIS_313-11955	YE_DA_GU	YE_DA_GU	China	As6	XI-1A	ind1A
IRIS_313-11956	JUNGEMARSI	JUNGEMARSI	Nepal	As2b	admix	admix
IRIS_313-11957	DAW_LUEY_4-3	DAW_LUEY_4-3	Thailand	As4	XI-adm	indx
IRIS_313-11958	PUANG_MAHLAI_KHAO	PUANG_MAHLAI_KHAO	Thailand	As4	XI-3	ind3
IRIS_313-11959	KAGIOS_PUTI	KAGIOS_PUTI	Philippines	As5	XI-3	ind3
IRIS_313-11960	PORONG	PORONG	Indonesia	As5	XI-1B	ind1B
IRIS_313-11961	IN_TOK	IN_TOK	Thailand	As4	XI-3	ind3
IRIS_313-11962	KHAO_SETTI	KHAO_SETTI	Thailand	As4	XI-3	ind3
IRIS_313-11963	KARANGI	KARANGI	India	As2a	cA_(Aus)	aus
IRIS_313-11964	VUOTTA_SAIL	VUOTTA_SAIL	Bangladesh	As2c	XI-2	ind2
IRIS_313-11965	GUANG_XUAN_LIU_HAO	GUANG_XUAN_LIU_HAO	China	As6	XI-1A	ind1A
IRIS_313-11966	QI_GU	QI_GU	China	As6	XI-1A	ind1A
IRIS_313-11967	TANG_DU_GU	TANG_DU_GU	China	As6	XI-adm	indx
IRIS_313-11968	ZHAO_DAN_AI	ZHAO_DAN_AI	China	As6	XI-1A	ind1A
IRIS_313-11969	SHYAMJIRA	SHYAMJIRA	India	As2a	XI-2	ind2
IRIS_313-11970	BUNTU_DOMBA_1	BUNTU_DOMBA_1	Indonesia	As5	GJ-trp	trop
IRIS_313-11971	PARE_LAMBAN_BINGKA	PARE_LAMBAN_BINGKA	Indonesia	As5	GJ-trp	trop
IRIS_313-11973	NOINJO	NOINJO	SouthKorea	As7	GJ-tmp	temp
IRIS_313-11974	NKUMBAN_NDINGO	NKUMBAN_NDINGO	Liberia	Af1	XI-3	ind3
IRIS_313-11975	PA_LOSSES_3	PA_LOSSES_3	SierraLeone	Af1	XI-3	ind3
IRIS_313-11976	PA_MATIS	PA_MATIS	SierraLeone	Af1	XI-3	ind3
IRIS_313-11977	MAMORIAKA	MAMORIAKA	Madagascar	Mad	XI-adm	indx
IRIS_313-11978	IR_5657-33-2	IR_5657-33-2	Philippines	As5	XI-1B	ind1B
IRIS_313-11979	IR_19661-364-1-2-3	IR_19661-364-1-2-3	Philippines	As5	XI-1B	ind1B
IRIS_313-11980	HSINCHU_AI_CHIO_CHIENG	HSINCHU_AI_CHIO_CHIENG	Taiwan	As6	XI-1A	ind1A
IRIS_313-11981	TAICHUNG_188	TAICHUNG_188	Taiwan	As6	GJ-tmp	temp
IRIS_313-11982	PORASHI	PORASHI	Bangladesh	As2c	cA_(Aus)	aus
IRIS_313-11983	KERIBAREFOR	KERIBAREFOR	BurkinaFasso	Af1	XI-2	ind2
IRIS_313-11984	BLAU_BLA	BLAU_BLA	Vietnam	As4	GJ-tmp	temp
IRIS_313-11985	LI_TOU_ZHAN	LI_TOU_ZHAN	China	As6	XI-adm	indx
IRIS_313-11986	LIANG_GUANG	LIANG_GUANG	China	As6	XI-1A	ind1A
IRIS_313-11987	IR_10120-7-2-1-4	IR_10120-7-2-1-4	Philippines	As5	XI-adm	indx
IRIS_313-11988	POTOQOIN	POTOQOIN	SierraLeone	Af1	XI-adm	indx
IRIS_313-11989	TAMBAS_JANGKOK	TAMBAS_JANGKOK	BruneiDarussalam	As4	XI-3	ind3
IRIS_313-11990	TAISEN_GLUTINOUS_YU_1157	TAISEN_GLUTINOUS_YU_1157	Taiwan	As6	XI-1B	ind1B
IRIS_313-11991	CHON	CHON	Laos	As4	XI-3	ind3
IRIS_313-11992	CHAO_LAO_SOUNG	Chao_lao_soung	Laos	As4	XI-3	ind3
IRIS_313-11993	LIM_MA_NO_MA_KHIN_NYUNT	LIM_MA_NO_MA_KHIN_NYUNT	Myanmar	As3	XI-adm	indx
IRIS_313-11994	KALINDIG	KALINDIG	Philippines	As5	GJ-trp	trop
IRIS_313-11995	PINUTYUKAN	PINUTYUKAN	Philippines	As5	GJ-trp	trop
IRIS_313-11996	TUI_(KIDAYAN)	TUI(KIDAYAN)	Philippines	As5	XI-3	ind3
IRIS_313-11997	BARUM	BARUM	Cambodia	As4	XI-3	ind3
IRIS_313-11998	DAMNOEUB_KAUN_KHMOM	DAMNOEUB_KAUN_KHMOM	Cambodia	As4	XI-3	ind3
IRIS_313-11999	KAUN_TREI	KAUN_TREI	Cambodia	As4	XI-3	ind3
IRIS_313-12000	LAANG	LAANG	Cambodia	As4	XI-3	ind3
IRIS_313-12002	LARA_BORO	LARA_BORO	Bangladesh	As2c	cA_(Aus)	aus
IRIS_313-12003	GYEONGSAN_1	GYEONGSAN_1	SouthKorea	As7	GJ-tmp	temp
IRIS_313-12004	TANALA	TANALA	Madagascar	Mad	admix	admix
IRIS_313-12005	CHE_MAH	CHE_MAH	Malaysia	As4	XI-3	ind3
IRIS_313-12006	PADI_HANGIR	PADI_HANGIR	Malaysia	As4	GJ-trp	trop
IRIS_313-12007	JIA_GEN	JIA_GEN	China	As6	XI-adm	indx
IRIS_313-12009	PO_HE	PO_HE	China	As6	XI-1A	ind1A
IRIS_313-12010	YAN_ZHAN	YAN_ZHAN	China	As6	XI-1A	ind1A
IRIS_313-12011	YU_TOU_ZHONG	YU_TOU_ZHONG	China	As6	XI-adm	indx
IRIS_313-12012	ZAO_LENG_SHUI_ZHAN	ZAO_LENG_SHUI_ZHAN	China	As6	XI-1A	ind1A
IRIS_313-12013	RAUSRR_4	RAUSRR_4	India	As2a	XI-2	ind2
IRIS_313-12014	ADANKARU	ADANKARU	Nigeria	Af1	XI-2	ind2
IRIS_313-12015	DOGON_IRI	DOGON_IRI	Nigeria	Af1	XI-2	ind2
IRIS_313-12016	EX_AUBERGE	EX_AUBERGE	Egypt	AfN	XI-adm	indx
IRIS_313-12017	EX_SANDEMA	EX_SANDEMA	Ghana	Af1	XI-adm	indx
IRIS_313-12018	FRENSI_GBOI	FRENSI_GBOI	SierraLeone	Af1	GJ-trp	trop
IRIS_313-12021	ITA_131	ITA_131	Nigeria	Af1	GJ-trp	trop
IRIS_313-12024	TOS_9795	TOS_9795	0	0	XI-1B	ind1B
IRIS_313-12027	ACEH_(SELECTION)	ACEH(SELECTION)	Indonesia	As5	XI-3	ind3
IRIS_313-12028	CHAO_BONG	Chao_bong	Laos	As4	XI-adm	indx
IRIS_313-12029	CHAO_MEO	Chao_meo	Laos	As4	GJ-sbtrp	subtrop
IRIS_313-12030	DELI_2	DELI_2	Malaysia	As4	admix	admix
IRIS_313-12031	P_T_Q_QINDONAAL	P.T.Q._QINDONAAL	Philippines	As5	GJ-trp	trop
IRIS_313-12033	GAO_JIAO_HONG	GAO_JIAO_HONG	China	As6	XI-1A	ind1A
IRIS_313-12036	CHAN_LEUY	CHAN_LEUY	Cambodia	As4	XI-3	ind3
IRIS_313-12037	KHMAO_KDET	KHMAO_KDET	Cambodia	As4	XI-3	ind3
IRIS_313-12038	MUOY_KUM	MUOY_KUM	Cambodia	As4	XI-3	ind3
IRIS_313-12039	NEANG_AN	NEANG_AN	Cambodia	As4	XI-3	ind3
IRIS_313-12040	NEANG_LAU	NEANG_LAU	Cambodia	As4	XI-3	ind3
IRIS_313-12041	NOU	NOU	Cambodia	As4	XI-3	ind3
IRIS_313-12042	PHCAR_KABAS	PHCAR_KABAS	Cambodia	As4	XI-3	ind3
IRIS_313-12043	SAMBOK_ANGKRANG	SAMBOK_ANGKRANG	Cambodia	As4	XI-3	ind3
IRIS_313-12044	SAR_SIEM	SAR_SIEM	Cambodia	As4	XI-3	ind3
IRIS_313-12045	BUYAN	BUYAN	Indonesia	As5	GJ-trp	trop
IRIS_313-12046	KUJAM_KURIT	KUJAM_KURIT	Indonesia	As5	XI-3	ind3
IRIS_313-12047	LEMAK_RUSA	LEMAK_RUSA	Indonesia	As5	XI-3	ind3
IRIS_313-12048	LIMA	LIMA	Indonesia	As5	XI-3	ind3
IRIS_313-12049	MAE_HANG	Mae_hang	Laos	As4	XI-3	ind3
IRIS_313-12050	SHAN_KAUK_HNYIN	SHAN_KAUK_HNYIN	Myanmar	As3	XI-adm	indx
IRIS_313-12051	TINOLDO_MARANGRAS	TINOLDO_MARANGRAS	Philippines	As5	GJ-trp	trop
IRIS_313-12052	ADUKKAN	ADUKKAN	India	As2a	XI-adm	indx
IRIS_313-12053	FACAGRO_406	FACAGRO_406	Burundi	Af3	XI-adm	indx
IRIS_313-12054	HUA_24	HUA_24	China	As6	GJ-tmp	temp
IRIS_313-12055	LAL_MOTI	LAL_MOTI	Bangladesh	As2c	cA_(Aus)	aus
IRIS_313-12057	AI_JIAO_ZI	AI_JIAO_ZI	China	As6	XI-adm	indx
IRIS_313-12058	KUL_REUSEI	KUL_REUSEI	Cambodia	As4	XI-3	ind3
IRIS_313-12059	LIGEN_2	LIGEN_2	China	As6	GJ-tmp	temp
IRIS_313-12060	LIJIAN_942	LIJIAN_942	China	As6	GJ-adm	japx
IRIS_313-12061	YUNLEN_13	YUNLEN_13	China	As6	GJ-tmp	temp
IRIS_313-12063	XIENG_KANG	XIENG_KANG	Laos	As4	GJ-sbtrp	subtrop
IRIS_313-12065	YERI_BUTUKA	YERI_BUTUKA	Nigeria	Af1	admix	admix
IRIS_313-12066	MARAMAY	MARAMAY	Philippines	As5	XI-3	ind3
IRIS_313-12067	531	531	Philippines	As5	XI-adm	indx
IRIS_313-12068	PULUT_KETAN	PULUT_KETAN	Indonesia	As5	GJ-trp	trop
IRIS_313-12069	PULUT_MAS	PULUT_MAS	Indonesia	As5	GJ-trp	trop
IRIS_313-12070	BABELIONG	BABELIONG	Malaysia	As4	GJ-trp	trop
IRIS_313-12071	NIA	NIA	Laos	As4	GJ-sbtrp	subtrop
IRIS_313-12072	KYAUK_KYI	KYAUK_KYI(LEAVES_DROOPING)	Myanmar	As3	XI-adm	indx
IRIS_313-12073	KASIGNAYAN	KASIGNAYAN	Philippines	As5	GJ-trp	trop
IRIS_313-12074	KYAIN_WAR_ME_DONE	KYAIN_WAR_ME_DONE	Myanmar	As3	cB_(Bas)	aro
IRIS_313-12076	HANG	HANG	Laos	As4	GJ-sbtrp	subtrop
IRIS_313-12077	YOI	YOI	Laos	As4	GJ-sbtrp	subtrop
IRIS_313-12078	DAU_NGHA_THAI_BINH	DAU_NGHA_THAI_BINH	Vietnam	As4	XI-adm	indx
IRIS_313-12079	KASHMIRI	KASHMIRI	Pakistan	As1	XI-3	ind3
IRIS_313-12080	KA_GIL	KA_GIL	Philippines	As5	XI-3	ind3
IRIS_313-12081	1146	1146	Philippines	As5	XI-3	ind3
IRIS_313-12082	MAVOLATSIKA	MAVOLATSIKA	Madagascar	Mad	XI-2	ind2
IRIS_313-12083	SARIN_TSIPALA	SARIN-TSIPALA	Madagascar	Mad	XI-2	ind2
IRIS_313-12093	KARUEL	KARUEL	Nepal	As2b	XI-adm	indx
IRIS_313-12094	KASHA	KASHA	Bangladesh	As2c	cB_(Bas)	aro
IRIS_313-12096	NEANG_CHEK	NEANG_CHEK	Cambodia	As4	XI-3	ind3
IRIS_313-12097	NEANG_MINH	NEANG_MINH	Cambodia	As4	XI-3	ind3
IRIS_313-12101	SAMRONG_2	SAMRONG_2	Cambodia	As4	XI-3	ind3
IRIS_313-12102	SOK_SOV	SOK_SOV	Cambodia	As4	XI-3	ind3
IRIS_313-12108	PARAI_JALEY_MASIK	PARAI_JALEY_MASIK	Malaysia	As4	GJ-trp	trop
IRIS_313-12109	ARITH	ARITH	Cambodia	As4	XI-3	ind3
IRIS_313-12118	OVIBENAMPOTAKA_+_OVIBE_+_MAKALIOKA	OVIBENAMPOTAKA_+_OVIBE_+_MAKALIOKA	Madagascar	Mad	XI-2	ind2
IRIS_313-12121	CHA_LIENG	CHA_LIENG	Laos	As4	XI-3	ind3
IRIS_313-12127	INPONG	INPONG	Laos	As4	XI-3	ind3
IRIS_313-12128	HMA_GNENG	Hma_gneng	Laos	As4	XI-3	ind3
IRIS_313-12129	MON_LAI	Mon_Lai	Laos	As4	GJ-sbtrp	subtrop
IRIS_313-12130	KHAO_PA	Khao_pa	Laos	As4	XI-3	ind3
IRIS_313-12131	LG_944	LG_944	Laos	As4	XI-3	ind3
IRIS_313-12133	TAP_KHOUAY	Tap_khouay	Laos	As4	XI-3	ind3
IRIS_313-12134	THATENG	THATENG	Laos	As4	GJ-sbtrp	subtrop
IRIS_313-12135	PERUBAK_LUEY	PERUBAK_LUEY	Malaysia	As4	XI-1B	ind1B
IRIS_313-12138	YADU_BARA	YADU-BARA	Bhutan	As2d	XI-adm	indx
IRIS_313-12139	MANSARA_DHAN	MANSARA_DHAN	Nepal	As2b	cA_(Aus)	aus
IRIS_313-12141	HATEA	HATEA	Bangladesh	As2c	cA_(Aus)	aus
IRIS_313-12142	ATT_CHHMOUS	ATT_CHHMOUS	Cambodia	As4	XI-3	ind3
IRIS_313-12143	SRAU_KHGNAERNG	Srau_Khgnaerng	Cambodia	As4	XI-3	ind3
IRIS_313-12144	GINAYANGGANG	GINAYANGGANG	Philippines	As5	GJ-trp	trop
IRIS_313-12146	AM_BEUS	AM_BEUS	Cambodia	As4	XI-adm	indx
IRIS_313-12147	ARNG'-KAR_PHAR_ONG	Arng'-kar_Phar-ong	Cambodia	As4	XI-3	ind3
IRIS_313-12148	ARN'-SAR_THNGORN'	Arn'-sar_Thngorn'	Cambodia	As4	XI-3	ind3
IRIS_313-12151	DAMNOEUB_KRACHAK_SESS	DAMNOEUB_KRACHAK_SESS	Cambodia	As4	XI-3	ind3
IRIS_313-12152	DAMM_NOEB_THNGORN'	Damm-noeb_Thngorn'	Cambodia	As4	XI-3	ind3
IRIS_313-12161	PA_PHA_EA	Pa_Pha-ea	Cambodia	As4	XI-3	ind3
IRIS_313-12164	PA_YANG_NOEUGN	PA_YANG_NOEUGN	Cambodia	As4	GJ-adm	japx
IRIS_313-12180	JHINUWA_DHAN	JHINUWA_DHAN	Nepal	As2b	XI-adm	indx
IRIS_313-12182	NYAULI	NYAULI	Nepal	As2b	XI-adm	indx
IRIS_313-12183	SETYA	SETYA	Nepal	As2b	cA_(Aus)	aus
IRIS_313-12185	AE_NOUA	AE_NOUA	Laos	As4	XI-adm	indx
IRIS_313-12186	BAO_DAM	BAO_DAM	Laos	As4	XI-adm	indx
IRIS_313-12187	CHAM_LEK	CHAM_LEK	Laos	As4	XI-adm	indx
IRIS_313-12188	CHAO_DO	CHAO_DO	Laos	As4	XI-3	ind3
IRIS_313-12190	CHAO_KHAW_NYAO	Chao_khaw_nyao	Laos	As4	XI-adm	indx
IRIS_313-12193	DO_NOUAN	Do_Nouan	Laos	As4	XI-3	ind3
IRIS_313-12194	EA_POUAK	EA_POUAK	Laos	As4	XI-3	ind3
IRIS_313-12200	LEUANG	LEUANG	Laos	As4	GJ-sbtrp	subtrop
IRIS_313-12207	SALA	SALA	Laos	As4	XI-adm	indx
IRIS_313-12210	CHAM_TON	CHAM_TON	Vietnam	As4	XI-adm	indx
IRIS_313-12217	WEONJU_8	WEONJU_8	SouthKorea	As7	GJ-tmp	temp
IRIS_313-12220	CHAO_KHIE_KHOUAY	Chao_khie_khouay	Laos	As4	XI-adm	indx
IRIS_313-12221	EA_LOUY	EA_LOUY	Laos	As4	XI-3	ind3
IRIS_313-12222	LAM_BOUN	Lam_Boun	Laos	As4	XI-3	ind3
IRIS_313-12224	NOON_SOUNG	NOON_SOUNG	Laos	As4	XI-3	ind3
IRIS_313-12225	PA_LAT_NGAN	Pa_lat_ngan	Laos	As4	XI-3	ind3
IRIS_313-12226	PANG	PANG	Laos	As4	GJ-sbtrp	subtrop
IRIS_313-12227	SET	Set	Laos	As4	GJ-sbtrp	subtrop
IRIS_313-12228	SOM	Som	Laos	As4	GJ-sbtrp	subtrop
IRIS_313-12229	TAM	TAM	Laos	As4	XI-3	ind3
IRIS_313-12231	TOUN	TOUN	Laos	As4	XI-3	ind3
IRIS_313-12232	TE_SAN_AI_2	TE_SAN_AI_2	China	As6	XI-adm	indx
IRIS_313-12234	ANLINGWUBAILI	ANLINGWUBAILI	China	As6	XI-1B	ind1B
IRIS_313-12236	LAOZAOGU	LAOZAOGU	China	As6	XI-1A	ind1A
